#TinyMapData
20 20
#DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,144,144,144,144,144,144,0,0,0,0,144,144,144,144,144,144,0,0
0,0,0,144,0,0,144,0,0,0,0,0,0,144,0,0,144,0,0,0
0,0,0,144,18,19,144,0,0,0,0,0,0,144,18,19,144,0,0,0
0,0,0,144,34,35,144,0,0,0,0,0,0,144,34,35,144,0,0,0
0,0,0,144,144,144,144,0,0,0,0,0,0,144,144,144,144,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,144,0,0,144,0,0,0,144,0,0,0,0,0,0
0,0,112,113,0,0,144,0,0,144,0,0,144,144,0,0,112,113,0,0
0,0,128,129,0,0,144,0,144,144,144,0,144,0,0,0,128,129,0,0
0,0,0,0,0,0,144,144,144,0,144,144,144,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
